,Adjusted Close
2007-05-08,5.64
2007-05-09,5.6075
2007-05-10,5.4675
2007-05-11,5.56875
2007-05-14,5.47875
2007-05-15,5.35125
2007-05-16,5.4325
2007-05-17,5.61375
2007-05-18,5.80875
2007-05-21,6.01
2007-05-22,6.025
2007-05-23,5.88125
2007-05-24,5.79125
2007-05-25,5.91875
2007-05-29,5.86125
2007-05-30,5.935
2007-05-31,5.97875
2007-06-01,6.01125
2007-06-04,5.985
2007-06-05,5.9075
2007-06-06,5.825
2007-06-07,5.74625
2007-06-08,5.84375
2007-06-11,5.64625
2007-06-12,5.55
2007-06-13,5.59125
2007-06-14,5.5575
2007-06-15,5.64875
2007-06-18,5.7575
2007-06-19,5.7275
2007-06-20,5.79375
2007-06-21,5.77125
2007-06-22,5.7775
2007-06-25,5.745
2007-06-26,5.725
2007-06-27,5.82875
2007-06-28,5.7875
2007-06-29,5.70625
2007-07-02,5.88625
2007-07-03,6.13625
2007-07-05,6.7875
2007-07-06,6.78
2007-07-09,6.7825
2007-07-10,6.54125
2007-07-11,6.49
2007-07-12,6.655
2007-07-13,6.7525
2007-07-16,6.76875
2007-07-17,6.8575
2007-07-18,7.09125
2007-07-19,7.1725
2007-07-20,6.89
2007-07-23,6.77125
2007-07-24,6.6075
2007-07-25,6.47875
2007-07-26,6.3125
2007-07-27,6.44875
2007-07-30,6.8975
2007-07-31,7.67625
2007-08-01,8.01625
2007-08-02,7.75
2007-08-03,8.08875
2007-08-06,7.88125
2007-08-07,8.0125
2007-08-08,8.335
2007-08-09,8.3875
2007-08-10,8.305
2007-08-13,7.905
2007-08-14,7.68375
2007-08-15,7.38625
2007-08-16,7.54875
2007-08-17,7.99
2007-08-20,8.05625
2007-08-21,8.36375
2007-08-22,8.3575
2007-08-23,8.1225
2007-08-24,8.185
2007-08-27,7.89375
2007-08-28,7.78125
2007-08-29,8.09125
2007-08-30,7.985
2007-08-31,8.12625
2007-09-04,8.16625
2007-09-05,8.055
2007-09-06,7.9225
2007-09-07,7.98125
2007-09-10,7.8
2007-09-11,7.77125
2007-09-12,7.97875
2007-09-13,7.84625
2007-09-14,7.775
2007-09-17,7.68375
2007-09-18,8.22375
2007-09-19,8.15375
2007-09-20,7.85125
2007-09-21,7.88875
2007-09-24,8.09
2007-09-25,8.00625
2007-09-26,7.5125
2007-09-27,7.35
2007-09-28,7.4775
2007-10-01,7.585
2007-10-02,7.5525
2007-10-03,7.32375
2007-10-04,7.2375
2007-10-05,7.31875
2007-10-08,7.325
2007-10-09,7.475
2007-10-10,7.5775
2007-10-11,7.665
2007-10-12,7.58875
2007-10-15,7.52125
2007-10-16,7.39125
2007-10-17,7.13
2007-10-18,7.00375
2007-10-19,6.7325
2007-10-22,6.83
2007-10-23,7.1475
2007-10-24,6.95125
2007-10-25,7.10625
2007-10-26,7.44625
2007-10-29,7.34125
2007-10-30,7.96375
2007-10-31,7.78125
2007-11-01,7.28625
2007-11-02,7.00875
2007-11-05,6.42125
2007-11-06,6.1875
2007-11-07,6.2075
2007-11-08,6.075
2007-11-09,5.83375
2007-11-12,5.69375
2007-11-13,6.0325
2007-11-14,6.375
2007-11-15,6.3
2007-11-16,6.45
2007-11-19,5.98125
2007-11-20,5.985
2007-11-21,5.85125
2007-11-23,6.0225
2007-11-26,5.81875
2007-11-27,6.01375
2007-11-28,6.05
2007-11-29,6.0125
2007-11-30,6.21
2007-12-03,6.13625
2007-12-04,5.9825
2007-12-05,6.145
2007-12-06,5.9575
2007-12-07,6.055
2007-12-10,6.175
2007-12-11,6.03875
2007-12-12,6.03
2007-12-13,5.9375
2007-12-14,5.65625
2007-12-17,5.37
2007-12-18,5.53125
2007-12-19,5.78125
2007-12-20,5.49375
2007-12-21,5.58625
2007-12-24,5.435
2007-12-26,5.29125
2007-12-27,5.3825
2007-12-28,5.3075
2007-12-31,5.45875
2008-01-02,5.7175
2008-01-03,5.50625
2008-01-04,5.225
2008-01-07,5.36875
2008-01-08,5.35
2008-01-09,5.42125
2008-01-10,5.54
2008-01-11,5.33125
2008-01-14,5.645
2008-01-15,5.175
2008-01-16,5.35625
2008-01-17,4.6325
2008-01-18,3.50125
2008-01-22,3.91125
2008-01-23,4.3675
2008-01-24,4.4575
2008-01-25,4.35875
2008-01-28,4.36875
2008-01-29,4.54875
2008-01-30,4.69875
2008-01-31,5.03125
2008-02-01,5.3475
2008-02-04,5.03625
2008-02-05,4.9575
2008-02-06,5.1125
2008-02-07,5.30375
2008-02-08,5.58875
2008-02-11,5.62375
2008-02-12,5.61625
2008-02-13,5.625
2008-02-14,5.4275
2008-02-15,5.3325
2008-02-19,5.4
2008-02-20,5.34875
2008-02-21,5.45625
2008-02-22,5.12375
2008-02-25,5.005
2008-02-26,5.15375
2008-02-27,4.82875
2008-02-28,4.64375
2008-02-29,4.6025
2008-03-03,4.64375
2008-03-04,4.53875
2008-03-05,4.5899875
2008-03-06,4.4075
2008-03-07,4.3
2008-03-10,4.125
2008-03-11,4.2425
2008-03-12,4.25625
2008-03-13,4.42375
2008-03-14,4.25
2008-03-17,4.27
2008-03-18,4.4425
2008-03-19,4.51875
2008-03-20,4.67375
2008-03-24,4.905
2008-03-25,4.875
2008-03-26,4.765
2008-03-27,4.70875
2008-03-28,4.585
2008-03-31,4.575
2008-04-01,4.625
2008-04-02,4.53625
2008-04-03,4.53375
2008-04-04,4.40625
2008-04-07,4.54125
2008-04-08,4.60375
2008-04-09,4.45375
2008-04-10,4.5025
2008-04-11,4.435
2008-04-14,4.36125
2008-04-15,4.1875
2008-04-16,4.05125
2008-04-17,4.1775
2008-04-18,4.29
2008-04-21,4.50875
2008-04-22,4.47625
2008-04-23,4.23
2008-04-24,4.415
2008-04-25,4.6225
2008-04-28,4.8225
2008-04-29,4.3275
2008-04-30,4.16625
2008-05-01,4.33875
2008-05-02,4.32125
2008-05-05,4.21625
2008-05-06,4.37875
2008-05-07,4.3375
2008-05-08,4.3125
2008-05-09,4.27625
2008-05-12,4.28375
2008-05-13,4.1225
2008-05-14,4.32625
2008-05-15,4.55
2008-05-16,4.5625
2008-05-19,4.59375
2008-05-20,4.7075
2008-05-21,4.6
2008-05-22,4.20875
2008-05-23,4.27375
2008-05-27,4.21875
2008-05-28,4.275
2008-05-29,4.3725
2008-05-30,4.475
2008-06-02,4.34625
2008-06-03,4.295
2008-06-04,4.28875
2008-06-05,4.26
2008-06-06,4.14125
2008-06-09,4.17
2008-06-10,4.29
2008-06-11,4.07
2008-06-12,3.98625
2008-06-13,3.96875
2008-06-16,4.06
2008-06-17,4.0225
2008-06-18,3.81375
2008-06-19,3.655
2008-06-20,3.5225
2008-06-23,3.47625
2008-06-24,3.3875
2008-06-25,3.50375
2008-06-26,3.35125
2008-06-27,3.26
2008-06-30,3.205
2008-07-01,3.21875
2008-07-02,3.225
2008-07-03,3.1275
2008-07-07,3.1175
2008-07-08,3.4925
2008-07-09,3.46625
2008-07-10,3.22
2008-07-11,3.175
2008-07-14,3.15375
2008-07-15,3.17375
2008-07-16,3.38
2008-07-17,3.5425
2008-07-18,3.51125
2008-07-21,3.42
2008-07-22,3.77875
2008-07-23,3.8225
2008-07-24,3.61625
2008-07-25,3.51
2008-07-28,3.32875
2008-07-29,3.55
2008-07-30,3.79375
2008-07-31,3.64375
2008-08-01,3.8
2008-08-04,3.9075
2008-08-05,4.2275
2008-08-06,4.115
2008-08-07,4.11375
2008-08-08,4.325
2008-08-11,4.44125
2008-08-12,4.30875
2008-08-13,4.21875
2008-08-14,4.15125
2008-08-15,4.10875
2008-08-18,4.13375
2008-08-19,4.0475
2008-08-20,4.0325
2008-08-21,4.07625
2008-08-22,4.1675
2008-08-25,3.99
2008-08-26,3.91
2008-08-27,4.0475
2008-08-28,4.22625
2008-08-29,4.21375
2008-09-02,4.40375
2008-09-03,4.5475
2008-09-04,4.2925
2008-09-05,4.31375
2008-09-08,4.48125
2008-09-09,4.46
2008-09-10,4.40875
2008-09-11,4.36125
2008-09-12,4.3425
2008-09-15,4.17625
2008-09-16,4.405
2008-09-17,4.57375
2008-09-18,4.8875
2008-09-19,4.90375
2008-09-22,4.56
2008-09-23,4.43
2008-09-24,4.29
2008-09-25,4.255
2008-09-26,4.25
2008-09-29,3.8525
2008-09-30,3.97
2008-10-01,3.9125
2008-10-02,3.66
2008-10-03,3.37625
2008-10-06,3.64
2008-10-07,3.3325
2008-10-08,3.4175
2008-10-09,3.3125
2008-10-10,3.53125
2008-10-13,3.6625
2008-10-14,3.375
2008-10-15,3.06375
2008-10-16,3.23125
2008-10-17,3.17
2008-10-20,3.01125
2008-10-21,2.85125
2008-10-22,2.5525
2008-10-23,2.30375
2008-10-24,2.2625
2008-10-27,2.26375
2008-10-28,2.86
2008-10-29,2.77
2008-10-30,2.81875
2008-10-31,3.25
2008-11-03,3.1075
2008-11-04,3.24875
2008-11-05,3.27375
2008-11-06,3.05375
2008-11-07,3.21875
2008-11-10,3.08125
2008-11-11,3.1175
2008-11-12,2.6525
2008-11-13,3.08375
2008-11-14,2.8675
2008-11-17,2.56
2008-11-18,2.34875
2008-11-19,2.19375
2008-11-20,2.275
2008-11-21,2.5025
2008-11-24,2.70125
2008-11-25,2.70375
2008-11-26,2.8975
2008-11-28,2.87375
2008-12-01,2.5675
2008-12-02,2.7675
2008-12-03,2.98125
2008-12-04,3.04
2008-12-05,3.2775
2008-12-08,3.425
2008-12-09,3.47125
2008-12-10,3.4325
2008-12-11,3.17
2008-12-12,3.2475
2008-12-15,3.045
2008-12-16,3.0725
2008-12-17,3.065
2008-12-18,3.03375
2008-12-19,3.11
2008-12-22,2.9925
2008-12-23,2.8775
2008-12-24,2.8775
2008-12-26,2.84
2008-12-29,2.81
2008-12-30,2.9325
2008-12-31,2.98
2009-01-02,3.13625
2009-01-05,3.22
2009-01-06,3.2675
2009-01-07,3.15375
2009-01-08,3.1325
2009-01-09,3.0
2009-01-12,2.90125
2009-01-13,2.79
2009-01-14,2.425
2009-01-15,2.46875
2009-01-16,2.49625
2009-01-20,2.3725
2009-01-21,2.4575
2009-01-22,2.42125
2009-01-23,2.34625
2009-01-26,2.38125
2009-01-27,2.34125
2009-01-28,2.43
2009-01-29,2.375
2009-01-30,2.3125
2009-02-02,2.09875
2009-02-03,2.17
2009-02-04,2.12875
2009-02-05,2.185
2009-02-06,2.275
2009-02-09,2.1975
2009-02-10,2.055
2009-02-11,2.055
2009-02-12,2.065
2009-02-13,1.9775
2009-02-17,1.9425
2009-02-18,1.92875
2009-02-19,1.94375
2009-02-20,1.84375
2009-02-23,1.765
2009-02-24,1.835
2009-02-25,1.7875
2009-02-26,1.8275
2009-02-27,1.79875
2009-03-02,1.72125
2009-03-03,1.59375
2009-03-04,1.61125
2009-03-05,1.63125
2009-03-06,1.54125
2009-03-09,1.555
2009-03-10,1.71375
2009-03-11,1.69875
2009-03-12,1.9375
2009-03-13,2.0175
2009-03-16,1.92625
2009-03-17,2.0225
2009-03-18,2.2125
2009-03-19,2.2575
2009-03-20,2.15625
2009-03-23,2.34125
2009-03-24,2.04125
2009-03-25,2.04
2009-03-26,2.17625
2009-03-27,2.08
2009-03-30,2.05875
2009-03-31,2.05375
2009-04-01,2.01375
2009-04-02,2.16125
2009-04-03,2.25875
2009-04-06,2.2175
2009-04-07,2.1575
2009-04-08,2.215
2009-04-09,2.36375
2009-04-13,2.32375
2009-04-14,2.21625
2009-04-15,2.275
2009-04-16,2.3625
2009-04-17,2.5025
2009-04-20,2.295
2009-04-21,2.40375
2009-04-22,2.59125
2009-04-23,2.67375
2009-04-24,2.61625
2009-04-27,2.7125
2009-04-28,3.0625
2009-04-29,3.0075
2009-04-30,2.9425
2009-05-01,3.0
2009-05-04,3.14375
2009-05-05,3.0625
2009-05-06,3.0625
2009-05-07,2.87
2009-05-08,2.91875
2009-05-11,2.8025
2009-05-12,2.69875
2009-05-13,2.5925
2009-05-14,2.68375
2009-05-15,2.71125
2009-05-18,2.83875
2009-05-19,2.8175
2009-05-20,2.75375
2009-05-21,2.6
2009-05-22,2.5875
2009-05-26,2.8725
2009-05-27,2.8925
2009-05-28,2.95625
2009-05-29,3.0675
2009-06-01,3.15375
2009-06-02,3.20875
2009-06-03,3.1975
2009-06-04,3.175
2009-06-05,3.14875
2009-06-08,3.0075
2009-06-09,3.0475
2009-06-10,3.09625
2009-06-11,3.00125
2009-06-12,3.01625
2009-06-15,2.9125
2009-06-16,2.7775
2009-06-17,2.78125
2009-06-18,2.72625
2009-06-19,2.75625
2009-06-22,2.655
2009-06-23,2.69625
2009-06-24,2.67
2009-06-25,2.7175
2009-06-26,2.825
2009-06-29,2.81375
2009-06-30,2.7975
2009-07-01,2.875
2009-07-02,2.765
2009-07-06,2.7025
2009-07-07,2.59125
2009-07-08,2.61125
2009-07-09,2.57875
2009-07-10,2.5525
2009-07-13,2.72
2009-07-14,2.68125
2009-07-15,2.73875
2009-07-16,2.87625
2009-07-17,2.8125
2009-07-20,2.86
2009-07-21,2.8
2009-07-22,2.79375
2009-07-23,2.955
2009-07-24,3.07
2009-07-27,3.2025
2009-07-28,3.17875
2009-07-29,3.08625
2009-07-30,3.09125
2009-07-31,3.03625
2009-08-03,3.02625
2009-08-04,3.01375
2009-08-05,3.03625
2009-08-06,2.99125
2009-08-07,3.1275
2009-08-10,3.03
2009-08-11,3.0
2009-08-12,2.98625
2009-08-13,3.015
2009-08-14,2.99875
2009-08-17,2.9475
2009-08-18,2.95
2009-08-19,2.94375
2009-08-20,2.945
2009-08-21,3.02
2009-08-24,2.955
2009-08-25,2.91
2009-08-26,2.9525
2009-08-27,3.00875
2009-08-28,3.0375
2009-08-31,2.98375
2009-09-01,2.90375
2009-09-02,2.79
2009-09-03,2.815
2009-09-04,2.83625
2009-09-08,2.90375
2009-09-09,3.17625
2009-09-10,3.2275
2009-09-11,3.29625
2009-09-14,3.5175
2009-09-15,3.5525
2009-09-16,3.62375
2009-09-17,3.62875
2009-09-18,3.7
2009-09-21,3.83375
2009-09-22,3.71875
2009-09-23,3.56
2009-09-24,3.51625
2009-09-25,3.4975
2009-09-28,3.57125
2009-09-29,3.5475
2009-09-30,3.47875
2009-10-01,3.40125
2009-10-02,3.405
2009-10-05,3.55875
2009-10-06,3.54
2009-10-07,3.565
2009-10-08,3.6275
2009-10-09,3.6775
2009-10-12,3.65375
2009-10-13,3.66625
2009-10-14,3.75875
2009-10-15,3.785
2009-10-16,3.74375
2009-10-19,3.88
2009-10-20,3.9475
2009-10-21,3.80125
2009-10-22,3.91
2009-10-23,3.93875
2009-10-26,4.13625
2009-10-27,3.65875
2009-10-28,3.19
2009-10-29,3.44
2009-10-30,3.35625
2009-11-02,3.3625
2009-11-03,3.4175
2009-11-04,3.33125
2009-11-05,3.48
2009-11-06,3.47
2009-11-09,3.52625
2009-11-10,3.50875
2009-11-11,3.53
2009-11-12,3.3975
2009-11-13,3.47875
2009-11-16,3.68125
2009-11-17,3.62
2009-11-18,3.6475
2009-11-19,3.47625
2009-11-20,3.41375
2009-11-23,3.49
2009-11-24,3.39625
2009-11-25,3.3925
2009-11-27,3.30375
2009-11-30,3.2
2009-12-01,3.26875
2009-12-02,3.305
2009-12-03,3.24125
2009-12-04,3.405
2009-12-07,3.335
2009-12-08,3.28625
2009-12-09,3.2575
2009-12-10,3.24875
2009-12-11,3.325
2009-12-14,3.33875
2009-12-15,3.345
2009-12-16,3.3775
2009-12-17,3.29
2009-12-18,3.30375
2009-12-21,3.37125
2009-12-22,3.38
2009-12-23,3.45
2009-12-24,3.43875
2009-12-28,3.41875
2009-12-29,3.47375
2009-12-30,3.48375
2009-12-31,3.40875
2010-01-04,3.51
2010-01-05,3.615
2010-01-06,3.695
2010-01-07,3.65125
2010-01-08,3.64375
2010-01-11,3.63625
2010-01-12,3.62
2010-01-13,3.625
2010-01-14,3.6125
2010-01-15,3.49875
2010-01-19,3.3925
2010-01-20,3.335
2010-01-21,3.4175
2010-01-22,3.32875
2010-01-25,3.3175
2010-01-26,3.4275
2010-01-27,3.48875
2010-01-28,3.28125
2010-01-29,3.175
2010-02-01,3.24625
2010-02-02,3.35
2010-02-03,3.235
2010-02-04,3.05625
2010-02-05,3.055
2010-02-08,2.9925
2010-02-09,3.10625
2010-02-10,3.0675
2010-02-11,3.16625
2010-02-12,3.16
2010-02-16,3.20375
2010-02-17,3.2275
2010-02-18,3.21125
2010-02-19,3.22125
2010-02-22,3.2425
2010-02-23,3.1675
2010-02-24,3.23125
2010-02-25,3.26125
2010-02-26,3.2575
2010-03-01,3.355
2010-03-02,3.37
2010-03-03,3.34375
2010-03-04,3.33625
2010-03-05,3.5175
2010-03-08,3.52125
2010-03-09,3.55125
2010-03-10,3.625
2010-03-11,3.6475
2010-03-12,3.55
2010-03-15,3.5225
2010-03-16,3.58625
2010-03-17,3.62125
2010-03-18,3.5425
2010-03-19,3.5925
2010-03-22,3.76125
2010-03-23,3.85
2010-03-24,3.645
2010-03-25,3.77
2010-03-26,3.825
2010-03-29,3.825
2010-03-30,3.78125
2010-03-31,3.67625
2010-04-01,3.82
2010-04-05,3.8675
2010-04-06,3.92
2010-04-07,3.94375
2010-04-08,3.955
2010-04-09,4.035
2010-04-12,4.11875
2010-04-13,4.0725
2010-04-14,4.32875
2010-04-15,4.17375
2010-04-16,4.2175
2010-04-19,4.20625
2010-04-20,4.235
2010-04-21,4.2525
2010-04-22,4.3525
2010-04-23,4.41875
2010-04-26,4.49125
2010-04-27,4.275
2010-04-28,4.4425
2010-04-29,4.48125
2010-04-30,4.21875
2010-05-03,4.3175
2010-05-04,4.23375
2010-05-05,4.11375
2010-05-06,3.91875
2010-05-07,3.77375
2010-05-10,4.09625
2010-05-11,4.175
2010-05-12,4.29875
2010-05-13,4.25125
2010-05-14,4.10125
2010-05-17,4.1175
2010-05-18,4.02625
2010-05-19,3.92375
2010-05-20,3.81375
2010-05-21,3.8725
2010-05-24,3.88125
2010-05-25,3.885
2010-05-26,4.195
2010-05-27,4.33875
2010-05-28,4.21125
2010-06-01,4.065
2010-06-02,4.21625
2010-06-03,4.3075
2010-06-04,4.08625
2010-06-07,3.93375
2010-06-08,4.0075
2010-06-09,3.99
2010-06-10,4.1625
2010-06-11,4.2925
2010-06-14,4.34125
2010-06-15,4.47875
2010-06-16,4.62375
2010-06-17,4.6075
2010-06-18,4.6875
2010-06-21,4.58375
2010-06-22,4.4875
2010-06-23,4.58125
2010-06-24,4.385
2010-06-25,4.4925
2010-06-28,4.5225
2010-06-29,4.19875
2010-06-30,4.14125
2010-07-01,4.18625
2010-07-02,4.08625
2010-07-06,4.06375
2010-07-07,4.32625
2010-07-08,4.425
2010-07-09,4.48875
2010-07-12,4.49125
2010-07-13,4.51875
2010-07-14,4.41875
2010-07-15,4.4325
2010-07-16,4.16625
2010-07-19,4.15125
2010-07-20,4.19
2010-07-21,4.2875
2010-07-22,4.625
2010-07-23,4.6775
2010-07-26,4.77875
2010-07-27,4.74125
2010-07-28,4.6375
2010-07-29,4.67875
2010-07-30,4.695
2010-08-02,4.77875
2010-08-03,4.67125
2010-08-04,4.75125
2010-08-05,4.6775
2010-08-06,4.65875
2010-08-09,4.735
2010-08-10,4.70875
2010-08-11,4.56375
2010-08-12,4.56125
2010-08-13,4.48625
